sr_no,total_sqft,bath,price,site_location,bhk
6086,1571.0,3.0,65.0,Laxmi Road,3
6087,2275.0,4.0,182.0,Laxmi Road,3
6088,936.0,1.0,53.0,Laxmi Road,1
6089,1230.0,2.0,66.25,Laxmi Road,2
6090,1245.0,2.0,60.0,Laxmi Road,3
6091,1100.0,2.0,38.0,Laxmi Road,2
6092,410.0,1.0,10.0,Laxmi Road,1
6093,940.0,4.0,45.0,Laxmi Road,4
6094,800.0,1.0,30.0,Laxmi Road,2
6095,1225.0,2.0,56.0,Laxmi Road,2
6096,1530.0,3.0,76.34,Laxmi Road,3
6097,625.0,1.0,43.68,Laxmi Road,1
6098,1827.0,3.0,97.0,Laxmi Road,3
6099,1322.0,2.0,77.9,Laxmi Road,2
6100,1343.0,2.0,76.0,Laxmi Road,2
6101,1180.0,2.0,85.0,Laxmi Road,2
6102,1100.0,2.0,46.2,Laxmi Road,2
6103,1410.5,2.0,70.385,Laxmi Road,3
6104,1500.0,3.0,100.0,Laxmi Road,3
6105,1676.0,3.0,92.13,Laxmi Road,3
6106,1770.0,3.0,99.0,Laxmi Road,3
6107,1030.0,2.0,50.36,Laxmi Road,2
6108,1181.0,2.0,61.0,Laxmi Road,2
6109,1025.0,2.0,44.0,Laxmi Road,2
6110,1150.0,2.0,40.25,Laxmi Road,2
6111,1096.0,2.0,40.0,Laxmi Road,2
6112,2856.0,5.0,154.5,Laxmi Road,4
6113,1670.0,3.0,99.0,Lulla Nagar,3
6114,890.0,2.0,35.0,Lulla Nagar,2
6115,1644.0,3.0,84.0,Lulla Nagar,3
6116,1200.0,2.0,79.0,Lulla Nagar,2
6117,1028.0,2.0,45.5,Lulla Nagar,2
6118,1030.0,2.0,49.0,Lulla Nagar,2
6119,1153.0,2.0,57.0,Lulla Nagar,2
6120,2830.0,3.0,195.0,Lulla Nagar,4
6121,1250.0,2.0,52.0,Lulla Nagar,2
6122,1225.0,2.0,53.0,Lulla Nagar,2
6123,2144.0,3.0,135.0,Lulla Nagar,3
6124,1200.0,2.0,46.17,Lulla Nagar,2
6125,1185.0,2.0,42.1,Lulla Nagar,2
6126,628.0,1.0,24.0,Lulla Nagar,1
6127,1378.0,2.0,42.33,Lulla Nagar,3
6128,3715.0,6.0,224.5,Lulla Nagar,4
6129,1724.0,3.0,127.0,Lulla Nagar,3
6130,1200.0,2.0,95.0,Lulla Nagar,2
6131,1206.0,2.0,56.0,Lulla Nagar,2
6132,1476.0,3.0,105.0,Lulla Nagar,3
6133,1200.0,2.0,80.0,Lulla Nagar,3
6134,1085.0,2.0,47.74,Lulla Nagar,2
6135,1639.0,3.0,83.0,Lulla Nagar,3
6136,1255.0,2.0,92.0,Lulla Nagar,2
6137,750.0,2.0,22.0,Lulla Nagar,2
6138,871.0,2.0,55.0,Lulla Nagar,2
6139,1476.0,3.0,89.0,Lulla Nagar,3
6140,1700.0,3.0,120.0,Lulla Nagar,3
6141,2400.0,5.0,253.0,Lulla Nagar,4
6142,1517.0,3.0,76.3,Lulla Nagar,3
6143,1372.0,2.0,90.0,Lulla Nagar,3
6144,1100.0,2.0,54.0,Lulla Nagar,2
6145,1241.0,2.0,82.0,Lulla Nagar,2
6146,1137.0,2.0,63.0,Lulla Nagar,2
6147,1680.0,3.0,120.0,Lulla Nagar,3
6148,1100.0,2.0,46.0,Lulla Nagar,2
6149,1255.0,2.0,80.0,Lulla Nagar,2
6150,1965.0,4.0,125.0,Lulla Nagar,3
6151,1097.0,2.0,65.0,Lulla Nagar,2
6152,1145.0,2.0,48.0,Lulla Nagar,2
6153,1100.0,2.0,38.0,Lulla Nagar,2
6154,1150.0,2.0,49.0,Lulla Nagar,2
6155,1785.0,3.0,118.0,Lulla Nagar,3
6156,1408.0,2.0,55.0,Lulla Nagar,3
6157,2000.0,3.0,85.0,Lulla Nagar,3
6158,1350.0,3.0,58.0,Lulla Nagar,3
6159,650.0,1.0,25.0,Lulla Nagar,1
6160,1070.0,2.0,49.65,Lulla Nagar,2
6161,1825.0,3.0,175.0,Lulla Nagar,3
6162,1070.0,2.0,33.15,Lulla Nagar,2
6163,1020.0,2.0,62.0,Lulla Nagar,2
6164,1852.0,2.0,95.0,Lulla Nagar,3
6165,1223.0,2.0,42.81,Lulla Nagar,3
6166,1435.0,3.0,73.0,Lulla Nagar,3
6167,1381.0,2.0,76.18,Lulla Nagar,3
6168,614.5,1.0,30.715,Lulla Nagar,1
6169,1120.0,2.0,50.0,Lulla Nagar,2
6170,550.0,1.0,23.0,Lulla Nagar,1
6171,1060.0,2.0,49.27,Lulla Nagar,2
6172,1200.0,4.0,80.0,Lulla Nagar,3
6173,2099.0,3.0,95.0,Lulla Nagar,3
6174,1485.0,2.0,156.0,Lulla Nagar,3
6175,1320.0,2.0,38.13,Lulla Nagar,3
6176,1322.0,2.0,80.0,Lulla Nagar,2
6177,1315.0,2.0,65.0,Lulla Nagar,3
6178,435.0,1.0,21.0,Lulla Nagar,1
6179,1250.0,2.0,50.0,Lulla Nagar,2
6180,1000.0,2.0,58.0,Lulla Nagar,2
6181,1564.0,3.0,105.0,Lulla Nagar,3
6182,1350.0,3.0,47.25,Lulla Nagar,3
6183,1603.0,3.0,113.0,Lulla Nagar,3
6184,1125.0,2.0,55.0,Lulla Nagar,2
6185,1200.0,6.0,105.0,Lulla Nagar,8
6186,1650.0,3.0,100.0,Lulla Nagar,3
6187,3181.0,2.0,229.0,Lulla Nagar,4
6188,1210.0,2.0,81.0,Lulla Nagar,3
6189,3870.0,4.0,411.0,Lulla Nagar,4
6190,1255.0,2.0,57.5,Lulla Nagar,2
6191,1350.0,3.0,81.0,Lulla Nagar,3
6192,2119.0,4.0,111.0,Lulla Nagar,4
6193,1605.0,3.0,76.0,Lulla Nagar,3
6194,902.0,2.0,25.26,Lulla Nagar,2
6195,1073.0,2.0,52.36,Lulla Nagar,2
6196,1150.0,2.0,38.0,Lulla Nagar,2
6197,1075.0,2.0,48.0,Lulla Nagar,3
6198,1210.0,2.0,69.0,Lulla Nagar,2
6199,534.0,1.0,19.65,Lulla Nagar,1
6200,1130.0,2.0,46.33,Lulla Nagar,2
6201,1050.0,2.0,49.5,Lulla Nagar,2
6202,2480.0,4.0,265.0,Lulla Nagar,3
6203,1100.0,3.0,53.0,Lulla Nagar,3
6204,1050.0,2.0,48.0,Lulla Nagar,2
6205,1830.0,3.0,133.0,Lulla Nagar,3
6206,1027.0,2.0,44.0,Lulla Nagar,2
6207,1420.0,2.0,99.39,Lulla Nagar,2
6208,2800.0,5.0,220.0,Lulla Nagar,5
6209,1162.0,2.0,58.0,Lulla Nagar,2
6210,1045.0,2.0,42.15,Lulla Nagar,2
6211,1277.0,2.0,92.0,Lulla Nagar,2
6212,1100.0,2.0,58.0,Lulla Nagar,2
6213,1176.0,2.0,37.62,Lulla Nagar,3
6214,1765.0,3.0,118.0,Lulla Nagar,3
6215,3200.0,4.0,270.0,Lulla Nagar,4
6216,1656.0,2.0,62.93,Lulla Nagar,3
6217,1933.0,3.0,140.0,Lulla Nagar,3
6218,1880.0,3.0,96.5,Lulla Nagar,3
6219,2000.0,4.0,65.0,Lulla Nagar,5
6220,1056.0,2.0,75.0,Lulla Nagar,2
6221,1200.0,2.0,65.0,Lulla Nagar,2
6222,2500.0,6.0,122.5,Lulla Nagar,4
6223,1724.0,3.0,128.0,Lulla Nagar,3
6224,1930.0,4.0,122.0,Lulla Nagar,3
6225,1000.0,1.0,60.0,Lulla Nagar,1
6226,1330.0,2.0,44.0,Lulla Nagar,3
6227,1500.0,2.0,91.0,Lulla Nagar,2
6228,1400.0,2.0,56.0,Lulla Nagar,3
6229,1336.0,2.0,50.35,Lulla Nagar,3
6230,1154.0,2.0,57.0,Lulla Nagar,2
6231,1910.0,4.0,150.0,Lulla Nagar,3
6232,1309.0,2.0,69.5,Lulla Nagar,2
6233,1945.0,3.0,135.0,Lulla Nagar,3
6234,935.0,2.0,32.72,Lulla Nagar,2
6235,814.0,2.0,43.7,Lulla Nagar,2
6236,1500.0,6.0,145.0,Lulla Nagar,5
6237,2010.0,3.0,91.0,Mahatma Gandhi Road,3
6238,1612.0,3.0,46.74,Mahatma Gandhi Road,3
6239,1285.0,2.0,72.5,Mahatma Gandhi Road,2
6240,1230.0,2.0,48.0,Mahatma Gandhi Road,2
6241,1450.0,3.0,55.0,Mahatma Gandhi Road,3
6242,1222.0,2.0,45.0,Mahatma Gandhi Road,2
6243,1200.0,2.0,85.0,Mahatma Gandhi Road,2
6244,1325.0,3.0,57.0,Mahatma Gandhi Road,3
6245,1320.0,2.0,38.13,Mahatma Gandhi Road,3
6246,1800.0,3.0,110.0,Mahatma Gandhi Road,3
6247,1256.0,2.0,62.8,Mahatma Gandhi Road,2
6248,1403.0,3.0,51.63,Mahatma Gandhi Road,3
6249,1500.0,2.0,100.0,Mahatma Gandhi Road,3
6250,850.0,2.0,25.0,Mahatma Gandhi Road,2
6251,1277.0,2.0,61.3,Mahatma Gandhi Road,2
6252,1400.0,2.0,48.0,Mahatma Gandhi Road,3
6253,1670.0,3.0,91.86,Mahatma Gandhi Road,3
6254,900.0,2.0,55.0,Mahatma Gandhi Road,2
6255,1075.0,2.0,52.0,Mahatma Gandhi Road,2
6256,1901.0,3.0,119.0,Mahatma Gandhi Road,3
6257,1139.0,2.0,56.8,Mahatma Gandhi Road,2
6258,1804.0,3.0,102.0,Mahatma Gandhi Road,3
6259,1400.0,3.0,91.15,Mahatma Gandhi Road,4
6260,1917.0,3.0,122.0,Mahatma Gandhi Road,3
6261,1020.0,2.0,40.0,Mahatma Gandhi Road,2
6262,1200.0,2.0,65.0,Mahatma Gandhi Road,2
6263,1549.0,3.0,65.0,Mahatma Gandhi Road,3
6264,1634.0,3.0,78.0,Mahatma Gandhi Road,3
6265,1220.0,3.0,62.0,Mahatma Gandhi Road,3
6266,1559.0,3.0,63.0,Mahatma Gandhi Road,3
6267,3800.0,8.0,200.0,Mahatma Gandhi Road,6
6268,2363.0,5.0,120.0,Mahatma Gandhi Road,4
6269,2400.0,3.0,149.0,Mahatma Gandhi Road,3
6270,660.0,1.0,62.0,Mahatma Gandhi Road,1
6271,1360.0,2.0,70.5,Mahatma Gandhi Road,3
6272,675.0,3.0,52.0,Mahatma Gandhi Road,2
6273,1200.0,2.0,55.0,Mahatma Gandhi Road,2
6274,1904.0,3.0,155.0,Mahatma Gandhi Road,3
6275,1300.0,2.0,70.0,Mahatma Gandhi Road,3
6276,850.0,2.0,35.0,Mahatma Gandhi Road,2
6277,1027.0,2.0,44.0,Mahatma Gandhi Road,2
6278,2000.0,4.0,180.0,Mahatma Gandhi Road,5
6279,1800.0,9.0,180.0,Mahatma Gandhi Road,9
6280,4000.0,7.0,130.0,Mahatma Gandhi Road,7
6281,1180.0,2.0,60.0,Mahatma Gandhi Road,3
6282,300.0,1.0,20.0,Mahatma Gandhi Road,1
6283,1290.0,2.0,52.0,Mahatma Gandhi Road,2
6284,1120.0,2.0,40.0,Mahatma Gandhi Road,2
6285,1015.0,2.0,48.0,Mahatma Gandhi Road,2
6286,3752.5,2.0,177.115,Mahatma Gandhi Road,2
6287,600.0,2.0,35.0,Mahatma Gandhi Road,2
6288,1160.0,2.0,33.5,Mahatma Gandhi Road,2
6289,1762.0,3.0,112.0,Mahatma Gandhi Road,3
6290,1085.0,2.0,57.0,Mahatma Gandhi Road,2
6291,1000.0,2.0,97.0,Mahatma Gandhi Road,2
6292,880.0,2.0,50.0,Mahatma Gandhi Road,2
6293,1385.0,2.0,48.48,Mahatma Gandhi Road,3
6294,1300.0,2.0,60.0,Mahatma Gandhi Road,2
6295,1752.0,3.0,105.0,Mahatma Gandhi Road,3
6296,1100.0,2.0,58.0,Mahatma Gandhi Road,2
6297,2070.0,3.0,135.0,Mahatma Gandhi Road,3
6298,1272.5,2.0,40.72,Mahatma Gandhi Road,3
6299,2173.0,3.0,128.0,Mahatma Gandhi Road,3
6300,1000.0,2.0,44.0,Mahatma Gandhi Road,2
6301,1160.0,2.0,36.54,Mahatma Gandhi Road,2
6302,1044.0,2.0,34.77,Mahatma Gandhi Road,2
6303,1196.0,2.0,57.9,Mahatma Gandhi Road,2
6304,800.0,2.0,52.0,Mahatma Gandhi Road,3
6305,1455.0,2.0,55.0,Mahatma Gandhi Road,3
6306,1230.0,2.0,52.0,Mahatma Gandhi Road,3
6307,1230.0,2.0,52.0,Mahatma Gandhi Road,3
6308,1222.0,2.0,80.0,Mahatma Gandhi Road,2
6309,1917.0,3.0,132.0,Mahatma Gandhi Road,3
6310,1200.0,6.0,115.0,Mahatma Gandhi Road,7
6311,1190.0,2.0,48.6,Mahatma Gandhi Road,2
6312,1610.0,2.0,115.0,Mahatma Gandhi Road,3
6313,1074.0,2.0,42.79,Mahatma Gandhi Road,2
6314,1836.0,3.0,125.0,Mahatma Gandhi Road,3
6315,1125.0,2.0,48.0,Mahatma Gandhi Road,2
6316,1054.0,2.0,53.0,Mahatma Gandhi Road,2
6317,3000.0,6.0,250.0,Mahatma Gandhi Road,6
6318,3071.0,4.0,300.0,Mahatma Gandhi Road,3
6319,1225.0,2.0,62.0,Mahatma Gandhi Road,2
6320,1450.0,2.0,50.0,Mahatma Gandhi Road,3
6321,965.0,2.0,37.15,Mahatma Gandhi Road,2
6322,1285.0,2.0,45.0,Mahatma Gandhi Road,3
6323,1186.0,2.0,72.0,Mahatma Gandhi Road,2
6324,1843.0,3.0,87.54,Mahatma Gandhi Road,3
6325,780.0,2.0,31.0,Mahatma Gandhi Road,2
6326,1142.0,2.0,35.0,Mahatma Gandhi Road,2
6327,2000.0,1.0,200.0,Mahatma Gandhi Road,1
6328,929.0,2.0,49.0,Mahatma Gandhi Road,2
6329,4278.0,7.0,299.0,Mahatma Gandhi Road,7
6330,1846.0,3.0,135.0,Mahatma Gandhi Road,3
6331,1060.0,2.0,48.66,Mahatma Gandhi Road,2
6332,1500.0,2.0,145.0,Mahatma Gandhi Road,2
6333,1263.0,2.0,47.36,Mahatma Gandhi Road,2
6334,1200.0,2.0,54.0,Mahatma Gandhi Road,2
6335,550.0,1.0,20.0,Mahatma Gandhi Road,2
6336,1590.0,3.0,57.0,Mahatma Gandhi Road,3
6337,1110.0,2.0,36.25,Mahatma Gandhi Road,2
6338,1451.0,3.0,68.0,Mahatma Gandhi Road,3
6339,1082.0,2.0,64.0,Mahatma Gandhi Road,2
6340,1322.5,3.0,40.985,Mahatma Gandhi Road,3
6341,1240.0,2.0,42.85,Mahatma Gandhi Road,3
6342,1270.0,2.0,94.0,Mahatma Gandhi Road,2
6343,1246.0,2.0,67.5,Mahatma Gandhi Road,2
6344,1140.0,2.0,43.0,Mahatma Gandhi Road,2
6345,883.0,2.0,37.0,Mahatma Gandhi Road,2
6346,1755.0,3.0,117.0,Mahatma Gandhi Road,3
6347,1524.0,2.0,72.0,Mahatma Gandhi Road,3
6348,850.0,2.0,45.0,Mahatma Gandhi Road,2
6349,2257.0,3.0,155.0,Mahatma Gandhi Road,3
6350,1715.0,3.0,105.0,Mahatma Gandhi Road,3
6351,1065.0,2.0,46.0,Mahatma Gandhi Road,2
6352,1610.0,3.0,78.5,Mahatma Gandhi Road,3
6353,1090.0,2.0,46.0,Mahatma Gandhi Road,2
6354,1950.0,3.0,132.0,Mahatma Gandhi Road,3
6355,1400.0,3.0,63.0,Mahatma Gandhi Road,3
6356,1404.0,2.0,59.0,Mahatma Gandhi Road,3
6357,3500.0,3.0,275.0,Mahatma Gandhi Road,3
6358,1454.0,3.0,71.5,Mahatma Gandhi Road,3
6359,1185.0,2.0,75.0,Mangalwar peth,2
6360,1200.0,3.0,90.0,Mangalwar peth,3
6361,1250.0,2.0,40.0,Mangalwar peth,2
6362,1630.0,3.0,68.29,Mangalwar peth,3
6363,1170.0,2.0,66.0,Mangalwar peth,3
6364,1375.0,3.0,70.0,Mangalwar peth,3
6365,1200.0,3.0,85.0,Mangalwar peth,4
6366,1780.0,3.0,84.83,Mangalwar peth,3
6367,1170.0,2.0,53.0,Mangalwar peth,2
6368,2268.0,3.0,163.0,Mangalwar peth,4
6369,880.0,2.0,29.0,Mangalwar peth,2
6370,1535.0,3.0,85.0,Mangalwar peth,3
6371,925.0,2.0,48.0,Mangalwar peth,2
6372,1197.0,2.0,84.0,Mangalwar peth,2
6373,1207.0,2.0,63.0,Mangalwar peth,2
6374,1985.0,4.0,189.0,Mangalwar peth,3
6375,1184.0,2.0,53.0,Mangalwar peth,2
6376,1632.0,3.0,145.0,Mangalwar peth,4
6377,1200.0,3.0,95.0,Mangalwar peth,3
6378,1322.0,2.0,58.82,Mangalwar peth,3
6379,825.0,1.0,45.0,Mangalwar peth,1
6380,1819.0,3.0,100.0,Mangalwar peth,3
6381,1092.0,2.0,44.0,Mangalwar peth,2
6382,1200.0,3.0,56.2,Mangalwar peth,3
6383,1235.0,2.0,43.63,Mangalwar peth,2
6384,1615.0,3.0,58.0,Mangalwar peth,3
6385,1550.0,3.0,73.5,Mangalwar peth,3
6386,606.0,1.0,34.78,Mangalwar peth,1
6387,1400.0,2.0,100.0,Mangalwar peth,2
6388,1950.0,3.0,130.0,Mangalwar peth,3
6389,1290.0,2.0,87.0,Mangalwar peth,2
6390,1615.0,3.0,89.75,Mangalwar peth,3
6391,3895.0,4.0,220.0,Mangalwar peth,4
6392,1400.0,2.0,41.58,Mangalwar peth,3
6393,4000.0,4.0,220.0,Mangalwar peth,4
6394,1374.0,2.0,70.0,Mangalwar peth,3
6395,1055.0,2.0,57.63,Mangalwar peth,2
6396,1618.0,3.0,68.0,Mangalwar peth,3
6397,1329.0,2.0,70.0,Mangalwar peth,2
6398,1715.0,3.0,115.0,Mangalwar peth,3
6399,1215.0,2.0,49.85,Mangalwar peth,2
6400,1500.0,2.0,120.0,Mangalwar peth,3
6401,1586.0,3.0,70.0,Mangalwar peth,3
6402,1645.0,3.0,120.0,Mangalwar peth,3
6403,715.0,1.0,29.0,Mangalwar peth,1
6404,1751.0,2.0,115.0,Mangalwar peth,3
6405,1220.0,2.0,35.23,Mangalwar peth,3
6406,1700.0,3.0,80.0,Mangalwar peth,3
6407,1355.0,2.0,58.25,Mangalwar peth,3
6408,1150.0,2.0,60.0,Mangalwar peth,3
6409,1235.0,2.0,49.3,Mangalwar peth,2
6410,3563.0,6.0,310.0,Mangalwar peth,4
6411,918.0,2.0,49.0,Mangalwar peth,2
6412,560.0,2.0,16.6,Mangalwar peth,2
6413,1620.0,3.0,130.0,Mangalwar peth,3
6414,905.0,1.0,50.0,Mangalwar peth,1
6415,1179.0,2.0,49.35,Mangalwar peth,2
6416,1083.0,2.0,32.49,Mangalwar peth,2
6417,7000.0,4.0,210.0,Mangalwar peth,4
6418,3000.0,4.0,100.0,Mangalwar peth,4
6419,1200.0,3.0,120.0,Mangalwar peth,4
6420,1200.0,1.0,48.0,Mangalwar peth,1
6421,1000.0,2.0,61.0,Mangalwar peth,2
6422,1200.0,2.0,75.0,Mangalwar peth,2
6423,1596.0,3.0,79.8,Mangalwar peth,3
6424,1299.0,2.0,100.0,Mangalwar peth,2
6425,1500.0,2.0,77.5,Mangalwar peth,3
6426,1190.0,2.0,63.0,Mangalwar peth,2
6427,2100.0,4.0,85.0,Mangalwar peth,4
6428,1220.0,3.0,57.0,Mangalwar peth,3
6429,750.0,2.0,58.0,Mangalwar peth,2
6430,2280.0,4.0,184.0,Mangalwar peth,3
6431,1520.0,2.0,85.0,Mangalwar peth,3
6432,670.0,1.0,50.0,Mangalwar peth,1
6433,909.0,2.0,43.0,Mangalwar peth,3
6434,1500.0,3.0,63.0,Mangalwar peth,3
6435,780.0,3.0,75.0,Mangalwar peth,3
6436,1568.0,2.0,100.0,Mangalwar peth,3
6437,1175.0,2.0,42.0,Mangalwar peth,2
6438,1220.0,3.0,56.0,Mangalwar peth,3
6439,1200.0,3.0,72.0,Mangalwar peth,3
6440,826.0,2.0,36.0,Mangalwar peth,2
6441,2254.0,3.0,170.0,Mangalwar peth,3
6442,1810.0,3.0,100.0,Mangalwar peth,3
6443,1135.0,2.0,39.73,Mangalwar peth,3
6444,2400.0,5.0,100.0,Mangalwar peth,4
6445,1050.0,2.0,68.0,Mangalwar peth,2
6446,1806.0,1.0,150.0,Mangalwar peth,1
6447,1075.0,2.0,45.0,Mangalwar peth,2
6448,700.0,1.0,41.0,Mangalwar peth,2
6449,2087.01,4.0,135.0,Mangalwar peth,3
6450,1295.0,2.0,64.0,Mangalwar peth,2
6451,1070.0,2.0,42.79,Mangalwar peth,2
6452,1215.0,2.0,46.8,Mangalwar peth,3
6453,1185.0,2.0,56.0,Mangalwar peth,2
6454,3750.0,5.0,145.0,Mangalwar peth,4
6455,1028.0,2.0,56.0,Mangalwar peth,2
6456,1270.0,2.0,57.15,Mangalwar peth,3
6457,1255.0,2.0,58.0,Mangalwar peth,2
6458,3150.0,3.0,135.0,Mangalwar peth,4
6459,1431.0,3.0,85.0,Mangalwar peth,3
6460,1015.0,2.0,39.08,Mangalwar peth,2
6461,1330.0,2.0,58.0,Mangalwar peth,3
6462,1200.0,2.0,78.0,Mangalwar peth,2
6463,967.0,2.0,47.8,Mangalwar peth,2
6464,1250.0,2.0,48.0,Mangalwar peth,2
6465,1175.0,2.0,38.0,Mangalwar peth,2
6466,1300.0,2.0,95.0,Mangalwar peth,2
6467,1200.0,3.0,74.52,Mangalwar peth,3
6468,1830.0,3.0,89.0,Mangalwar peth,3
6469,1718.0,3.0,90.2,Mangalwar peth,3
6470,1635.0,3.0,85.0,Mangalwar peth,3
6471,1270.0,2.0,54.0,Mangalwar peth,3
6472,550.0,1.0,16.75,Mangalwar peth,1
6473,1135.0,2.0,46.0,Mangalwar peth,2
6474,2236.0,4.0,153.0,Mangalwar peth,4
6475,1130.0,2.0,55.0,Mangalwar peth,2
6476,1153.0,2.0,56.5,Mangalwar peth,2
6477,3206.0,5.0,270.0,Mangalwar peth,4
6478,1294.0,2.0,115.0,Mangalwar peth,2
6479,1057.0,2.0,42.0,Mangalwar peth,2
6480,1724.0,3.0,125.0,Mangalwar peth,3
6481,1348.0,2.0,80.5,Mangalwar peth,3
6482,2700.0,3.0,230.0,Mangalwar peth,4
6483,1140.0,2.0,44.0,Mangalwar peth,2
6484,1075.0,2.0,48.0,Mangalwar peth,2
6485,1600.0,2.0,75.0,Manik Bagh,3
6486,1710.0,4.0,91.31,Manik Bagh,3
6487,910.0,2.0,40.0,Manik Bagh,2
6488,1325.0,2.0,76.0,Manik Bagh,2
6489,708.0,1.0,40.0,Manik Bagh,2
6490,1050.0,1.0,56.0,Manik Bagh,2
6491,1590.0,2.0,125.0,Manik Bagh,3
6492,1091.0,2.0,34.9,Manik Bagh,2
6493,1100.0,3.0,53.0,Manik Bagh,3
6494,1639.0,3.0,110.0,Manik Bagh,3
6495,1500.0,3.0,100.0,Manik Bagh,3
6496,3356.0,4.0,251.0,Manik Bagh,4
6497,1765.0,3.0,125.0,Manik Bagh,3
6498,8000.0,5.0,500.0,Manik Bagh,5
6499,665.0,2.0,28.585,Manik Bagh,1
6500,1200.0,2.0,55.0,Manik Bagh,2
6501,1041.0,2.0,65.5,Manik Bagh,2
6502,432.0,2.0,40.0,Manik Bagh,2
6503,1095.0,2.0,40.0,Manik Bagh,2
6504,1464.0,3.0,56.0,Manik Bagh,3
6505,1767.0,3.0,98.0,Manik Bagh,3
6506,1135.0,2.0,55.0,Manik Bagh,2
6507,1380.0,2.0,52.0,Manik Bagh,3
6508,1071.0,2.0,52.25,Manik Bagh,2
6509,1100.0,2.0,61.0,Manik Bagh,2
6510,1080.0,2.0,50.0,Manik Bagh,2
6511,1150.0,2.0,44.0,Manik Bagh,3
6512,1178.0,2.0,73.0,Manik Bagh,2
6513,1500.0,3.0,65.0,Manik Bagh,3
6514,1950.0,3.0,131.0,Manik Bagh,3
6515,2340.0,4.0,148.0,Manik Bagh,4
6516,1700.0,3.0,155.0,Manik Bagh,3
6517,1918.0,3.0,129.0,Manik Bagh,3
6518,2830.0,5.0,160.0,Manik Bagh,4
6519,1200.0,2.0,60.0,Manik Bagh,2
6520,957.0,2.0,47.0,Manik Bagh,2
6521,1200.0,2.0,75.0,Manik Bagh,2
6522,1391.0,2.0,64.5,Manik Bagh,3
6523,1075.0,2.0,35.0,Manik Bagh,2
6524,4000.0,3.0,235.0,Manik Bagh,3
6525,1235.0,2.0,63.0,Manik Bagh,2
6526,1230.0,2.0,94.5,Manik Bagh,2
6527,1846.0,3.0,155.0,Manik Bagh,3
6528,1090.0,2.0,48.0,Manik Bagh,2
6529,3080.0,2.0,285.0,Manik Bagh,4
6530,1010.0,2.0,40.0,Manik Bagh,2
6531,1117.0,2.0,110.0,Manik Bagh,2
6532,1165.0,2.0,47.0,Manik Bagh,2
6533,1255.0,2.0,90.0,Manik Bagh,3
6534,2000.0,6.0,85.0,Manik Bagh,6
6535,1862.0,3.0,125.0,Manik Bagh,3
6536,1685.0,3.0,95.0,Manik Bagh,3
6537,1650.0,3.0,84.0,Manik Bagh,3
6538,1435.0,3.0,57.2,Manik Bagh,3
6539,4000.0,3.0,130.0,Manik Bagh,5
6540,1325.0,2.0,65.0,Manik Bagh,2
6541,1465.0,2.0,45.87,Manik Bagh,3
6542,957.0,2.0,52.5,Manik Bagh,2
6543,1820.0,3.0,85.4,Manik Bagh,3
6544,1200.0,2.0,47.0,Manik Bagh,2
6545,1750.0,3.0,130.0,Manik Bagh,3
6546,1890.0,2.0,100.0,Manik Bagh,3
6547,1240.0,2.0,65.0,Manik Bagh,3
6548,552.0,1.0,23.5,Manik Bagh,1
6549,950.0,2.0,31.95,Manik Bagh,2
6550,1200.0,2.0,60.0,Manik Bagh,2
6551,525.0,1.0,26.25,Manik Bagh,1
6552,1864.0,3.0,105.0,Manik Bagh,4
6553,2850.0,5.0,240.0,Manik Bagh,4
6554,1890.0,4.0,100.0,Manik Bagh,3
6555,950.0,2.0,58.11,Manik Bagh,2
6556,4920.0,4.0,393.5,Manik Bagh,4
6557,1225.0,2.0,48.0,Manik Bagh,2
6558,1170.0,2.0,35.41,Manik Bagh,3
6559,1200.0,2.0,68.0,Manik Bagh,2
6560,645.0,1.0,34.18,Manik Bagh,1
6561,1250.0,2.0,48.5,Manik Bagh,2
6562,996.0,2.0,49.0,Manik Bagh,2
6563,662.0,1.0,45.0,Manik Bagh,1
6564,850.0,2.0,34.0,Manik Bagh,2
6565,1691.0,3.0,120.0,Manik Bagh,3
6566,1350.0,2.0,99.0,Manik Bagh,2
6567,1740.0,3.0,95.0,Manik Bagh,3
6568,1161.0,2.0,59.0,Manik Bagh,2
6569,1535.0,3.0,85.0,Manik Bagh,3
6570,1186.0,2.0,76.0,Manik Bagh,2
6571,1464.0,3.0,56.0,Manik Bagh,3
6572,1070.0,2.0,48.0,Manik Bagh,2
6573,1530.0,3.0,75.0,Manik Bagh,3
6574,1300.0,2.0,100.0,Manik Bagh,2
6575,1171.0,2.0,39.0,Manik Bagh,2
6576,1167.0,2.0,64.08,Manik Bagh,2
6577,702.0,4.0,65.0,Manik Bagh,4
6578,1170.0,2.0,65.0,Manik Bagh,2
6579,999.0,2.0,32.9,Manik Bagh,2
6580,1153.0,2.0,60.0,Manik Bagh,2
6581,1298.0,2.0,65.0,Manik Bagh,2
6582,1044.0,2.0,36.0,Manik Bagh,2
6583,2400.0,4.0,130.0,Manik Bagh,5
6584,1250.0,2.0,93.0,Manik Bagh,2
6585,610.0,1.0,28.0,Manik Bagh,1
6586,1407.0,2.0,98.49,Manik Bagh,2
6587,1220.0,2.0,60.0,Manik Bagh,2
6588,1850.0,3.0,110.0,Manik Bagh,3
6589,900.0,2.0,35.0,Manik Bagh,2
6590,1120.0,2.0,70.0,Manik Bagh,2
6591,1250.0,3.0,39.5,Manik Bagh,3
6592,2955.0,3.0,235.0,Manik Bagh,3
